                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                0.57046,                0.36758,                0.95729,                0.94537,                0.87738,                0.92328,                0.79282,                0.56712,                0.34183,                0.95851,                0.00035,                0.00035,                0.00035
                    102,                0.55915,                0.36576,                0.95917,                0.94584,                0.87466,                0.93178,                0.79955,                0.55244,                0.33482,                0.94188,              0.0003335,              0.0003335,              0.0003335
                    103,                0.55927,                 0.3584,                 0.9617,                0.93923,                0.88442,                0.92969,                0.79528,                 0.5507,                0.33324,                0.93325,               0.000317,               0.000317,               0.000317
                    104,                0.55385,                0.34911,                0.94554,                0.93164,                 0.8912,                0.92747,                0.79494,                0.55542,                0.32571,                0.94195,              0.0003005,              0.0003005,              0.0003005
                    105,                0.55581,                0.36129,                0.96476,                0.94801,                0.87602,                0.92966,                0.79705,                0.55559,                0.33232,                0.94408,               0.000284,               0.000284,               0.000284
                    106,                0.54306,                0.34853,                0.95362,                0.92884,                0.89237,                0.92809,                0.79492,                0.55675,                0.33004,                0.95299,              0.0002675,              0.0002675,              0.0002675
                    107,                0.54925,                0.35732,                0.94432,                0.93073,                0.89698,                0.92725,                0.79452,                0.55479,                0.33088,                0.94652,               0.000251,               0.000251,               0.000251
                    108,                0.52586,                 0.3394,                0.93691,                0.91811,                0.89782,                0.92829,                0.79352,                0.54571,                0.32797,                 0.9399,              0.0002345,              0.0002345,              0.0002345
                    109,                 0.5333,                0.34019,                0.93555,                0.94013,                0.87708,                0.92913,                0.79646,                0.55108,                0.32877,                0.94048,               0.000218,               0.000218,               0.000218
                    110,                 0.4632,                0.26677,                0.87791,                0.93417,                0.88556,                0.92806,                0.79706,                0.55709,                0.33236,                0.94726,              0.0002015,              0.0002015,              0.0002015
                    111,                0.45288,                 0.2571,                0.87417,                0.93838,                0.87875,                0.92866,                0.79919,                0.54623,                0.32807,                0.93682,               0.000185,               0.000185,               0.000185
                    112,                0.45153,                0.25804,                 0.8831,                0.93489,                 0.8803,                0.92988,                0.80307,                0.55167,                0.32645,                0.94515,              0.0001685,              0.0001685,              0.0001685
                    113,                0.45047,                0.25508,                0.88278,                0.94131,                0.87411,                0.93105,                0.80727,                0.53995,                0.32472,                0.93366,               0.000152,               0.000152,               0.000152
                    114,                0.43917,                0.25246,                0.87224,                0.92651,                0.89319,                0.92829,                0.80107,                0.53739,                0.32484,                0.93298,              0.0001355,              0.0001355,              0.0001355
                    115,                0.43748,                0.24939,                0.87078,                 0.9553,                0.87351,                0.93226,                0.80616,                0.53938,                0.32124,                0.93155,               0.000119,               0.000119,               0.000119
                    116,                 0.4378,                0.24943,                0.87373,                0.94862,                 0.8733,                0.92952,                0.80299,                0.54264,                0.31946,                0.93633,              0.0001025,              0.0001025,              0.0001025
                    117,                 0.4342,                0.24707,                0.86445,                0.94185,                0.87875,                0.93046,                0.80516,                0.53377,                0.31883,                0.93171,                8.6e-05,                8.6e-05,                8.6e-05
                    118,                0.43062,                0.24859,                0.86256,                0.95219,                0.86835,                0.92924,                0.80461,                0.53667,                0.31543,                0.93922,               6.95e-05,               6.95e-05,               6.95e-05
                    119,                0.42982,                0.24867,                0.87281,                  0.949,                0.87057,                 0.9306,                0.80624,                0.53638,                0.31583,                0.93336,                5.3e-05,                5.3e-05,                5.3e-05
